,Start station,End station,Start date,Start station number,End date,End station number,Account type,Total duration (Seconds)
15536,SE 3rd Ave & University Ave SE,26th Street & Hennepin,1,1,1,1,1,1
15537,SE 3rd Ave & University Ave SE,26th Street & Lyndale,1,1,1,1,1,1
15538,SE 3rd Ave & University Ave SE,27th Ave SE & University Ave,5,5,5,5,5,5
15539,SE 3rd Ave & University Ave SE,28th Street & Nicollet Ave. S,1,1,1,1,1,1
15540,SE 3rd Ave & University Ave SE,2nd Ave N & N 6th Street,16,16,16,16,16,16
15541,SE 3rd Ave & University Ave SE,2nd Ave N & Washington Ave N,17,17,17,17,17,17
15542,SE 3rd Ave & University Ave SE,2nd Ave S & S 3rd Street,108,108,108,108,108,108
15543,SE 3rd Ave & University Ave SE,2nd Street N & 8th Ave N,5,5,5,5,5,5
15544,SE 3rd Ave & University Ave SE,2nd Street SE & 5th Ave SE,19,19,19,19,19,19
15545,SE 3rd Ave & University Ave SE,38th Street Light Rail Station,4,4,4,4,4,4
15546,SE 3rd Ave & University Ave SE,3rd Street N & 8th Ave N,3,3,3,3,3,3
15547,SE 3rd Ave & University Ave SE,4th Street & 13th Ave SE,79,79,79,79,79,79
15548,SE 3rd Ave & University Ave SE,4th Street & 17th Ave SE,42,42,42,42,42,42
15549,SE 3rd Ave & University Ave SE,4th Street S & 19th Ave,22,22,22,22,22,22
15550,SE 3rd Ave & University Ave SE,5th Ave N & 4th Street N,5,5,5,5,5,5
15551,SE 3rd Ave & University Ave SE,5th Street NE & 1st Ave NE,12,12,12,12,12,12
15552,SE 3rd Ave & University Ave SE,5th Street NE & 3rd Ave NE,5,5,5,5,5,5
15553,SE 3rd Ave & University Ave SE,6th Ave SE & University Ave,64,64,64,64,64,64
15554,SE 3rd Ave & University Ave SE,7th Street & 4th Ave S,3,3,3,3,3,3
15555,SE 3rd Ave & University Ave SE,7th Street SE & 10th Ave SE,7,7,7,7,7,7
15556,SE 3rd Ave & University Ave SE,9th Street & 4th Ave,3,3,3,3,3,3
15557,SE 3rd Ave & University Ave SE,9th Street N & Hawthorne Ave,5,5,5,5,5,5
15558,SE 3rd Ave & University Ave SE,Bohemian Flats,8,8,8,8,8,8
15559,SE 3rd Ave & University Ave SE,Boom Island Park,10,10,10,10,10,10
15560,SE 3rd Ave & University Ave SE,Broadway & Marshall Street NE,20,20,20,20,20,20
15561,SE 3rd Ave & University Ave SE,Carleton Street & University Ave ,1,1,1,1,1,1
15562,SE 3rd Ave & University Ave SE,Central Ave NE & 22nd Ave NE,5,5,5,5,5,5
15563,SE 3rd Ave & University Ave SE,Chicago Ave & S Washington Ave,9,9,9,9,9,9
15564,SE 3rd Ave & University Ave SE,Civil Engineering,6,6,6,6,6,6
15565,SE 3rd Ave & University Ave SE,Coffman Union,13,13,13,13,13,13
15566,SE 3rd Ave & University Ave SE,Como Ave SE & 29th Ave SE,4,4,4,4,4,4
15567,SE 3rd Ave & University Ave SE,Cooke Hall,4,4,4,4,4,4
15568,SE 3rd Ave & University Ave SE,Curfew Street & Ellis Ave.,3,3,3,3,3,3
15569,SE 3rd Ave & University Ave SE,Currie Park,4,4,4,4,4,4
15570,SE 3rd Ave & University Ave SE,Delaware Street SE & 26th Ave SE,6,6,6,6,6,6
15571,SE 3rd Ave & University Ave SE,Dupont Ave & 22nd Street,2,2,2,2,2,2
15572,SE 3rd Ave & University Ave SE,Elliot Hall,8,8,8,8,8,8
15573,SE 3rd Ave & University Ave SE,Elliot Park,6,6,6,6,6,6
15574,SE 3rd Ave & University Ave SE,Franklin & 11th Ave,11,11,11,11,11,11
15575,SE 3rd Ave & University Ave SE,Franklin & 28th Ave,1,1,1,1,1,1
15576,SE 3rd Ave & University Ave SE,Gateway Park,15,15,15,15,15,15
15577,SE 3rd Ave & University Ave SE,Hennepin & Central Avenue NE,12,12,12,12,12,12
15578,SE 3rd Ave & University Ave SE,Hennepin Ave & S Washington Ave,33,33,33,33,33,33
15579,SE 3rd Ave & University Ave SE,Hennepin County Government Center,125,125,125,125,125,125
15580,SE 3rd Ave & University Ave SE,IDS Center,20,20,20,20,20,20
15581,SE 3rd Ave & University Ave SE,Lake Calhoun Center,3,3,3,3,3,3
15582,SE 3rd Ave & University Ave SE,Logan Park,22,22,22,22,22,22
15583,SE 3rd Ave & University Ave SE,Lyndale Ave S & 22nd Street ,5,5,5,5,5,5
15584,SE 3rd Ave & University Ave SE,Lyndale Ave S & W 29th Street,3,3,3,3,3,3
15585,SE 3rd Ave & University Ave SE,MCAD,5,5,5,5,5,5
15586,SE 3rd Ave & University Ave SE,Malcolm Ave SE & 5th Street SE,21,21,21,21,21,21
15587,SE 3rd Ave & University Ave SE,Mariucci Arena,4,4,4,4,4,4
15588,SE 3rd Ave & University Ave SE,Marshall Street NE & 8th Ave NE,6,6,6,6,6,6
15589,SE 3rd Ave & University Ave SE,Marshall Street NE & Lowry Ave,1,1,1,1,1,1
15590,SE 3rd Ave & University Ave SE,Mayo Memorial Building,1,1,1,1,1,1
15591,SE 3rd Ave & University Ave SE,McNamara Center,20,20,20,20,20,20
15592,SE 3rd Ave & University Ave SE,Midtown YWCA,1,1,1,1,1,1
15593,SE 3rd Ave & University Ave SE,Mill City Quarter,28,28,28,28,28,28
15594,SE 3rd Ave & University Ave SE,Minneapolis Farmers Market,1,1,1,1,1,1
15595,SE 3rd Ave & University Ave SE,Minneapolis Park & Recreation Board,1,1,1,1,1,1
15596,SE 3rd Ave & University Ave SE,Minnehaha Park,4,4,4,4,4,4
15597,SE 3rd Ave & University Ave SE,Minnesota Dept. of Transportation,1,1,1,1,1,1
15598,SE 3rd Ave & University Ave SE,Mpls Convention Center,7,7,7,7,7,7
15599,SE 3rd Ave & University Ave SE,N 4th Ave & W River Parkway,18,18,18,18,18,18
15600,SE 3rd Ave & University Ave SE,N Milton Street & Summit Ave,1,1,1,1,1,1
15601,SE 3rd Ave & University Ave SE,N Washington Ave & 9th Ave N,3,3,3,3,3,3
15602,SE 3rd Ave & University Ave SE,NE Central Ave & NE 14th Ave,1,1,1,1,1,1
15603,SE 3rd Ave & University Ave SE,Nicollet & Franklin,9,9,9,9,9,9
15604,SE 3rd Ave & University Ave SE,Nicollet Island,6,6,6,6,6,6
15605,SE 3rd Ave & University Ave SE,Nicollet Mall & Grant Street,3,3,3,3,3,3
15606,SE 3rd Ave & University Ave SE,North 2nd Street & 4th Ave N,13,13,13,13,13,13
15607,SE 3rd Ave & University Ave SE,Oak Street Ramp,17,17,17,17,17,17
15608,SE 3rd Ave & University Ave SE,Park Ave & 4th Street S,15,15,15,15,15,15
15609,SE 3rd Ave & University Ave SE,Portland Ave & Washington Ave,49,49,49,49,49,49
15610,SE 3rd Ave & University Ave SE,Riverside Ave & 23rd Ave S,4,4,4,4,4,4
15611,SE 3rd Ave & University Ave SE,S 5th Street & Nicollet Mall,31,31,31,31,31,31
15612,SE 3rd Ave & University Ave SE,S 8th Street & 2nd Ave S,81,81,81,81,81,81
15613,SE 3rd Ave & University Ave SE,SE 3rd Ave & University Ave SE,112,112,112,112,112,112
15614,SE 3rd Ave & University Ave SE,Sanford Hall,41,41,41,41,41,41
15615,SE 3rd Ave & University Ave SE,Social Sciences,3,3,3,3,3,3
15616,SE 3rd Ave & University Ave SE,South 2nd Street & 3rd Ave S,92,92,92,92,92,92
15617,SE 3rd Ave & University Ave SE,Target Field Station,6,6,6,6,6,6
15618,SE 3rd Ave & University Ave SE,U of M St. Paul Student Center,3,3,3,3,3,3
15619,SE 3rd Ave & University Ave SE,University & Bank Street SE,53,53,53,53,53,53
15620,SE 3rd Ave & University Ave SE,University Ave NE & 12th Ave NE,9,9,9,9,9,9
15621,SE 3rd Ave & University Ave SE,University Ave SE & Bedford Street SE,1,1,1,1,1,1
15622,SE 3rd Ave & University Ave SE,Upton Ave S & Sheridan Ave S,1,1,1,1,1,1
15623,SE 3rd Ave & University Ave SE,W 31st Street & Hennepin Ave S,4,4,4,4,4,4
15624,SE 3rd Ave & University Ave SE,W 36th Street & W Calhoun Parkway,2,2,2,2,2,2
15625,SE 3rd Ave & University Ave SE,Walker Art Center,4,4,4,4,4,4
15626,SE 3rd Ave & University Ave SE,Washington & Cedar,21,21,21,21,21,21
15627,SE 3rd Ave & University Ave SE,Washington & Marquette,6,6,6,6,6,6
15628,SE 3rd Ave & University Ave SE,Washington Ave N & Cedar Lake Trail,3,3,3,3,3,3
15629,SE 3rd Ave & University Ave SE,Washington Ave S & 10th Ave S,13,13,13,13,13,13
15630,SE 3rd Ave & University Ave SE,Washington Ave SE & Union Street SE,11,11,11,11,11,11
15631,SE 3rd Ave & University Ave SE,Weisman Art Museum,12,12,12,12,12,12
15632,SE 3rd Ave & University Ave SE,Willey Hall,5,5,5,5,5,5
15633,SE 3rd Ave & University Ave SE,Williamson Hall,80,80,80,80,80,80
15634,SE 3rd Ave & University Ave SE,YWCA Downtown,6,6,6,6,6,6
15635,SE 3rd Ave & University Ave SE,YWCA Uptown,2,2,2,2,2,2
15636,Sanford Hall,100 Main Street SE,73,73,73,73,73,73
15637,Sanford Hall,10th Street & Nicollet Mall,2,2,2,2,2,2
15638,Sanford Hall,11th Ave S & S 2nd Street,55,55,55,55,55,55
15639,Sanford Hall,11th Street & Marquette,16,16,16,16,16,16
15640,Sanford Hall,15th Ave SE & 4th Street SE,79,79,79,79,79,79
15641,Sanford Hall,15th Ave SE & Como Ave SE,34,34,34,34,34,34
15642,Sanford Hall,22nd Ave S & Franklin Ave,7,7,7,7,7,7
15643,Sanford Hall,23rd Ave SE & 6th Street SE,22,22,22,22,22,22
15644,Sanford Hall,23rd Ave SE & University Ave SE,75,75,75,75,75,75
15645,Sanford Hall,25th Street & 33rd Ave S,5,5,5,5,5,5
15646,Sanford Hall,26th Street & Hennepin,6,6,6,6,6,6
15647,Sanford Hall,26th Street & Lyndale,1,1,1,1,1,1
15648,Sanford Hall,27th Ave S & Minnehaha Ave,5,5,5,5,5,5
15649,Sanford Hall,27th Ave SE & University Ave,76,76,76,76,76,76
15650,Sanford Hall,2nd Ave N & N 6th Street,9,9,9,9,9,9
15651,Sanford Hall,2nd Ave N & Washington Ave N,7,7,7,7,7,7
15652,Sanford Hall,2nd Ave S & S 3rd Street,5,5,5,5,5,5
15653,Sanford Hall,2nd Street N & 8th Ave N,2,2,2,2,2,2
15654,Sanford Hall,2nd Street SE & 5th Ave SE,26,26,26,26,26,26
15655,Sanford Hall,38th Street Light Rail Station,2,2,2,2,2,2
15656,Sanford Hall,3rd Street NE & Lowry Ave NE,3,3,3,3,3,3
15657,Sanford Hall,4th Street & 13th Ave SE,155,155,155,155,155,155
15658,Sanford Hall,4th Street & 17th Ave SE,57,57,57,57,57,57
15659,Sanford Hall,4th Street S & 19th Ave,170,170,170,170,170,170
15660,Sanford Hall,5th Ave N & 4th Street N,7,7,7,7,7,7
15661,Sanford Hall,5th Street NE & 1st Ave NE,8,8,8,8,8,8
15662,Sanford Hall,5th Street NE & 3rd Ave NE,2,2,2,2,2,2
15663,Sanford Hall,6th Ave SE & University Ave,91,91,91,91,91,91
15664,Sanford Hall,7th Street & 4th Ave S,11,11,11,11,11,11
15665,Sanford Hall,7th Street SE & 10th Ave SE,23,23,23,23,23,23
15666,Sanford Hall,9th Street & 4th Ave,5,5,5,5,5,5
15667,Sanford Hall,9th Street N & Hawthorne Ave,1,1,1,1,1,1
15668,Sanford Hall,Bohemian Flats,11,11,11,11,11,11
15669,Sanford Hall,Boom Island Park,6,6,6,6,6,6
15670,Sanford Hall,Broadway & Marshall Street NE,65,65,65,65,65,65
15671,Sanford Hall,Carleton Street & University Ave ,1,1,1,1,1,1
15672,Sanford Hall,Central Ave NE & 22nd Ave NE,2,2,2,2,2,2
15673,Sanford Hall,Chicago & 27th Street,1,1,1,1,1,1
15674,Sanford Hall,Chicago Ave & S Washington Ave,23,23,23,23,23,23
15675,Sanford Hall,Civil Engineering,115,115,115,115,115,115
15676,Sanford Hall,Cleveland Ave S & Highland Parkway,3,3,3,3,3,3
15677,Sanford Hall,Coffman Union,184,184,184,184,184,184
15678,Sanford Hall,Como Ave SE & 29th Ave SE,8,8,8,8,8,8
15679,Sanford Hall,Como Park Conservatory,1,1,1,1,1,1
15680,Sanford Hall,Cooke Hall,228,228,228,228,228,228
15681,Sanford Hall,Curfew Street & Ellis Ave.,1,1,1,1,1,1
15682,Sanford Hall,Currie Park,10,10,10,10,10,10
15683,Sanford Hall,Delaware Street SE & 26th Ave SE,21,21,21,21,21,21
15684,Sanford Hall,E Franklin Ave & Bloomington Ave S,11,11,11,11,11,11
15685,Sanford Hall,Elliot Ave S & E 24th Street,1,1,1,1,1,1
15686,Sanford Hall,Elliot Hall,48,48,48,48,48,48
15687,Sanford Hall,Elliot Park,1,1,1,1,1,1
15688,Sanford Hall,Elwood Ave N & Oak Park Ave N,1,1,1,1,1,1
15689,Sanford Hall,Englewood Ave & N Asbury Street,1,1,1,1,1,1
15690,Sanford Hall,Fairview Ave & University Ave,1,1,1,1,1,1
15691,Sanford Hall,Farview Park,1,1,1,1,1,1
15692,Sanford Hall,Franklin & 11th Ave,2,2,2,2,2,2
15693,Sanford Hall,Franklin & 28th Ave,14,14,14,14,14,14
15694,Sanford Hall,Franklin & Portland,2,2,2,2,2,2
15695,Sanford Hall,Gateway Park,35,35,35,35,35,35
15696,Sanford Hall,Grand Ave & Fairview Ave,4,4,4,4,4,4
15697,Sanford Hall,Grant Street & Portland Ave,1,1,1,1,1,1
15698,Sanford Hall,Groveland Ave & Clifton Place,1,1,1,1,1,1
15699,Sanford Hall,Hennepin & Central Avenue NE,19,19,19,19,19,19
15700,Sanford Hall,Hennepin Ave & S Washington Ave,14,14,14,14,14,14
15701,Sanford Hall,Hennepin County Government Center,45,45,45,45,45,45
15702,Sanford Hall,IDS Center,12,12,12,12,12,12
15703,Sanford Hall,Kowalski's Market,1,1,1,1,1,1
15704,Sanford Hall,Lake Calhoun Center,7,7,7,7,7,7
15705,Sanford Hall,Lake Harriet Bandshell,2,2,2,2,2,2
15706,Sanford Hall,Lake Street & Humboldt,4,4,4,4,4,4
15707,Sanford Hall,Lake Street & Knox Ave S,4,4,4,4,4,4
15708,Sanford Hall,Lake Street & West River Parkway,2,2,2,2,2,2
15709,Sanford Hall,Logan Park,54,54,54,54,54,54
15710,Sanford Hall,Loring Park,6,6,6,6,6,6
15711,Sanford Hall,Lyndale Ave S & 22nd Street ,1,1,1,1,1,1
15712,Sanford Hall,Lyndale Ave S & W 29th Street,3,3,3,3,3,3
15713,Sanford Hall,MCAD,7,7,7,7,7,7
15714,Sanford Hall,Malcolm Ave SE & 5th Street SE,21,21,21,21,21,21
15715,Sanford Hall,Mariucci Arena,14,14,14,14,14,14
15716,Sanford Hall,Marshall Street NE & 8th Ave NE,3,3,3,3,3,3
15717,Sanford Hall,Marshall Street NE & Lowry Ave,3,3,3,3,3,3
15718,Sanford Hall,Mayo Memorial Building,70,70,70,70,70,70
15719,Sanford Hall,McNamara Center,349,349,349,349,349,349
15720,Sanford Hall,Midtown Exchange,22,22,22,22,22,22
15721,Sanford Hall,Midtown Greenway & 5th Ave S,4,4,4,4,4,4
15722,Sanford Hall,Mill City Quarter,23,23,23,23,23,23
15723,Sanford Hall,Minneapolis Farmers Market,1,1,1,1,1,1
15724,Sanford Hall,Minnehaha Park,6,6,6,6,6,6
15725,Sanford Hall,Mississippi River Blvd & Summit Ave,7,7,7,7,7,7
15726,Sanford Hall,Mpls Convention Center,2,2,2,2,2,2
15727,Sanford Hall,N 4th Ave & W River Parkway,18,18,18,18,18,18
15728,Sanford Hall,N Milton Street & Summit Ave,1,1,1,1,1,1
15729,Sanford Hall,Nice Ride World Headquarters,4,4,4,4,4,4
15730,Sanford Hall,Nicollet & Franklin,4,4,4,4,4,4
15731,Sanford Hall,Nicollet Island,6,6,6,6,6,6
15732,Sanford Hall,North 2nd Street & 4th Ave N,8,8,8,8,8,8
15733,Sanford Hall,Oak Street Ramp,81,81,81,81,81,81
15734,Sanford Hall,Park Ave & 4th Street S,18,18,18,18,18,18
15735,Sanford Hall,Portland Ave & Washington Ave,29,29,29,29,29,29
15736,Sanford Hall,Riverside Ave & 23rd Ave S,8,8,8,8,8,8
15737,Sanford Hall,S 5th Street & Nicollet Mall,11,11,11,11,11,11
15738,Sanford Hall,S 8th Street & 2nd Ave S,3,3,3,3,3,3
15739,Sanford Hall,SE 3rd Ave & University Ave SE,21,21,21,21,21,21
15740,Sanford Hall,Sanford Hall,307,307,307,307,307,307
15741,Sanford Hall,Social Sciences,89,89,89,89,89,89
15742,Sanford Hall,South 2nd Street & 3rd Ave S,7,7,7,7,7,7
15743,Sanford Hall,Target Field Station,7,7,7,7,7,7
15744,Sanford Hall,U of M St. Paul Student Center,7,7,7,7,7,7
15745,Sanford Hall,University & Bank Street SE,29,29,29,29,29,29
15746,Sanford Hall,University Ave NE & 12th Ave NE,4,4,4,4,4,4
15747,Sanford Hall,University Ave SE & Bedford Street SE,4,4,4,4,4,4
15748,Sanford Hall,University of St. Thomas,4,4,4,4,4,4
15749,Sanford Hall,W 31st Street & Hennepin Ave S,1,1,1,1,1,1
15750,Sanford Hall,Walker Art Center,3,3,3,3,3,3
15751,Sanford Hall,Washington & Cedar,76,76,76,76,76,76
15752,Sanford Hall,Washington & Marquette,6,6,6,6,6,6
15753,Sanford Hall,Washington Ave N & Cedar Lake Trail,4,4,4,4,4,4
15754,Sanford Hall,Washington Ave S & 10th Ave S,13,13,13,13,13,13
15755,Sanford Hall,Washington Ave SE & Union Street SE,255,255,255,255,255,255
15756,Sanford Hall,Weisman Art Museum,236,236,236,236,236,236
15757,Sanford Hall,West 15th Street & Willow,3,3,3,3,3,3
15758,Sanford Hall,West 34th Street  & Hennepin Ave S,1,1,1,1,1,1
15759,Sanford Hall,Wilder Street & Marshall Ave,11,11,11,11,11,11
15760,Sanford Hall,Willey Hall,101,101,101,101,101,101
15761,Sanford Hall,Williamson Hall,162,162,162,162,162,162
15762,Sanford Hall,YWCA Downtown,5,5,5,5,5,5
15763,Sanford Hall,YWCA Uptown,5,5,5,5,5,5
15764,Schmidt Brewery,10th Street E & Cedar Street,15,15,15,15,15,15
15765,Schmidt Brewery,25th Street & 33rd Ave S,1,1,1,1,1,1
15766,Schmidt Brewery,5th Street E & Minnesota Street N,1,1,1,1,1,1
15767,Schmidt Brewery,7th Place & Jackson Street,2,2,2,2,2,2
15768,Schmidt Brewery,7th Street E & Wacouta Street,2,2,2,2,2,2
15769,Schmidt Brewery,7th Street SE & 10th Ave SE,2,2,2,2,2,2
15770,Schmidt Brewery,7th Street W & Grand Ave,31,31,31,31,31,31
15771,Schmidt Brewery,Broadway Street N & 4th Street E,3,3,3,3,3,3
15772,Schmidt Brewery,Carleton Street & University Ave ,3,3,3,3,3,3
15773,Schmidt Brewery,Dale Street & Grand Ave.,5,5,5,5,5,5
15774,Schmidt Brewery,East Lake Street & 36th Ave S,1,1,1,1,1,1
15775,Schmidt Brewery,Fairview Ave & University Ave,1,1,1,1,1,1
15776,Schmidt Brewery,Fort Snelling State Park,4,4,4,4,4,4
15777,Schmidt Brewery,Fort Snelling Visitor Center,5,5,5,5,5,5
15778,Schmidt Brewery,Hamline Ave N & University Ave,2,2,2,2,2,2
15779,Schmidt Brewery,Harriet Island,5,5,5,5,5,5
15780,Schmidt Brewery,Hidden Falls Park,2,2,2,2,2,2
15781,Schmidt Brewery,Kellogg Blvd & Wabasha Street,3,3,3,3,3,3
15782,Schmidt Brewery,Kellogg Blvd E & Jackson Street,4,4,4,4,4,4
15783,Schmidt Brewery,Kellogg Blvd W & Smith Ave,6,6,6,6,6,6
15784,Schmidt Brewery,Kowalski's Market,2,2,2,2,2,2
15785,Schmidt Brewery,Lake Nokomis,1,1,1,1,1,1
15786,Schmidt Brewery,Lake Street & West River Parkway,1,1,1,1,1,1
15787,Schmidt Brewery,Landmark Plaza,7,7,7,7,7,7
15788,Schmidt Brewery,Macalester College,2,2,2,2,2,2
15789,Schmidt Brewery,Minnehaha Park,3,3,3,3,3,3
15790,Schmidt Brewery,Minnesota History Center,1,1,1,1,1,1
15791,Schmidt Brewery,Mississippi River Blvd & Summit Ave,7,7,7,7,7,7
15792,Schmidt Brewery,N Milton Street & Summit Ave,2,2,2,2,2,2
15793,Schmidt Brewery,Schmidt Brewery,70,70,70,70,70,70
15794,Schmidt Brewery,Science Museum of Minnesota,5,5,5,5,5,5
15795,Schmidt Brewery,Selby Ave & Virginia Street,3,3,3,3,3,3
15796,Schmidt Brewery,Shepard Road & Sibley Street,7,7,7,7,7,7
15797,Schmidt Brewery,Union Depot,10,10,10,10,10,10
15798,Schmidt Brewery,Upper Landing,28,28,28,28,28,28
15799,Schmidt Brewery,Wells Fargo Place,6,6,6,6,6,6
15800,Schmidt Brewery,Wilder Street & Marshall Ave,2,2,2,2,2,2
15801,Science Museum of Minnesota,10th Street E & Cedar Street,13,13,13,13,13,13
15802,Science Museum of Minnesota,25th Street & 33rd Ave S,3,3,3,3,3,3
15803,Science Museum of Minnesota,5th Street E & Minnesota Street N,16,16,16,16,16,16
15804,Science Museum of Minnesota,7th Place & Jackson Street,11,11,11,11,11,11
15805,Science Museum of Minnesota,7th Street E & Wacouta Street,2,2,2,2,2,2
15806,Science Museum of Minnesota,7th Street W & Grand Ave,18,18,18,18,18,18
15807,Science Museum of Minnesota,Broadway Street N & 4th Street E,32,32,32,32,32,32
15808,Science Museum of Minnesota,Cedar Street & Columbus Ave,7,7,7,7,7,7
15809,Science Museum of Minnesota,Coldwater Spring,1,1,1,1,1,1
15810,Science Museum of Minnesota,Curfew Street & Ellis Ave.,1,1,1,1,1,1
15811,Science Museum of Minnesota,Dale Street & Grand Ave.,4,4,4,4,4,4
15812,Science Museum of Minnesota,E 14th Street & N Robert Street ,1,1,1,1,1,1
15813,Science Museum of Minnesota,Fort Snelling State Park,1,1,1,1,1,1
15814,Science Museum of Minnesota,Hague Ave & Dale Street,4,4,4,4,4,4
15815,Science Museum of Minnesota,Hamline Ave N & University Ave,1,1,1,1,1,1
15816,Science Museum of Minnesota,Harriet Island,42,42,42,42,42,42
15817,Science Museum of Minnesota,Hennepin Ave & S Washington Ave,1,1,1,1,1,1
15818,Science Museum of Minnesota,Kellogg Blvd & Wabasha Street,37,37,37,37,37,37
15819,Science Museum of Minnesota,Kellogg Blvd E & Jackson Street,25,25,25,25,25,25
15820,Science Museum of Minnesota,Kellogg Blvd W & Smith Ave,34,34,34,34,34,34
15821,Science Museum of Minnesota,Kowalski's Market,6,6,6,6,6,6
15822,Science Museum of Minnesota,Lake Street & West River Parkway,1,1,1,1,1,1
15823,Science Museum of Minnesota,Landmark Plaza,15,15,15,15,15,15
15824,Science Museum of Minnesota,Lexington Pkwy & University Ave,1,1,1,1,1,1
15825,Science Museum of Minnesota,Macalester College,10,10,10,10,10,10
15826,Science Museum of Minnesota,Minnesota Dept. of Transportation,8,8,8,8,8,8
15827,Science Museum of Minnesota,Minnesota History Center,15,15,15,15,15,15
15828,Science Museum of Minnesota,N Milton Street & Summit Ave,5,5,5,5,5,5
15829,Science Museum of Minnesota,N Robert Street & E 10th Street,15,15,15,15,15,15
15830,Science Museum of Minnesota,Rice Street & University Ave W,8,8,8,8,8,8
15831,Science Museum of Minnesota,Schmidt Brewery,2,2,2,2,2,2
15832,Science Museum of Minnesota,Science Museum of Minnesota,82,82,82,82,82,82
15833,Science Museum of Minnesota,Selby Ave & Virginia Street,11,11,11,11,11,11
15834,Science Museum of Minnesota,Shepard Road & Sibley Street,5,5,5,5,5,5
15835,Science Museum of Minnesota,Union Depot,37,37,37,37,37,37
15836,Science Museum of Minnesota,University of St. Thomas,2,2,2,2,2,2
15837,Science Museum of Minnesota,Upper Landing,27,27,27,27,27,27
15838,Science Museum of Minnesota,W 36th Street & W Calhoun Parkway,1,1,1,1,1,1
15839,Science Museum of Minnesota,Wabasha Street S & E Fillmore Ave,67,67,67,67,67,67
15840,Science Museum of Minnesota,Wells Fargo Place,10,10,10,10,10,10
15841,Science Museum of Minnesota,Wilder Street & Marshall Ave,2,2,2,2,2,2
15842,Selby Ave & Virginia Street,10th Street & Nicollet Mall,1,1,1,1,1,1
15843,Selby Ave & Virginia Street,10th Street E & Cedar Street,41,41,41,41,41,41
15844,Selby Ave & Virginia Street,26th Street & Lyndale,3,3,3,3,3,3
15845,Selby Ave & Virginia Street,27th Ave S & Minnehaha Ave,1,1,1,1,1,1
15846,Selby Ave & Virginia Street,28th Street & Nicollet Ave. S,1,1,1,1,1,1
15847,Selby Ave & Virginia Street,5th Street E & Minnesota Street N,5,5,5,5,5,5
15848,Selby Ave & Virginia Street,7th Place & Jackson Street,4,4,4,4,4,4
15849,Selby Ave & Virginia Street,7th Street E & Wacouta Street,7,7,7,7,7,7
15850,Selby Ave & Virginia Street,7th Street W & Grand Ave,24,24,24,24,24,24
15851,Selby Ave & Virginia Street,Bohemian Flats,2,2,2,2,2,2
15852,Selby Ave & Virginia Street,Broadway Street N & 4th Street E,6,6,6,6,6,6
15853,Selby Ave & Virginia Street,Carleton Street & University Ave ,4,4,4,4,4,4
15854,Selby Ave & Virginia Street,Cedar Street & Columbus Ave,46,46,46,46,46,46
15855,Selby Ave & Virginia Street,Cleveland Ave S & Highland Parkway,12,12,12,12,12,12
15856,Selby Ave & Virginia Street,Como Park Conservatory,13,13,13,13,13,13
15857,Selby Ave & Virginia Street,Dale Street & Grand Ave.,54,54,54,54,54,54
15858,Selby Ave & Virginia Street,Dale Street N & University Ave,9,9,9,9,9,9
15859,Selby Ave & Virginia Street,E 14th Street & N Robert Street ,4,4,4,4,4,4
